flag,Bin,Actual_Count,Expected_Count,SOVEREIGNT
CHN,62.5,256,708.5033774693756,China
CHN,87.5,252,651.0242304462275,China
CHN,112.5,231,598.208226108876,China
CHN,137.5,197,549.6770550906318,China
CHN,162.5,157,505.08309933892366,China
CHN,187.5,118,464.10694220399927,China
CHN,212.5,3026,426.4550805280683,China
CHN,237.5,657,391.85782234703487,China
CHN,262.5,474,360.0673551465735,China
CHN,287.5,393,330.85597083584736,China
CHN,312.5,304,304.0144347247748,China
CHN,337.5,295,279.35048682219787,China
CHN,362.5,262,256.6874647200421,China
CHN,387.5,251,235.86303819953258,China
CHN,412.5,209,216.72804649572444,China
CHN,437.5,146,199.14542989188737,China
CHN,462.5,117,182.98924799106237,China
CHN,487.5,99,168.14377763282303,China
CHN,512.5,128,154.5026839938557,China
CHN,537.5,122,141.968258935117,China
CHN,562.5,128,130.4507211400268,China
CHN,587.5,130,119.86757303074685,China
CHN,612.5,80,110.14300985625442,China
CHN,637.5,65,101.20737671966714,China
CHN,662.5,80,92.99666965560844,China
CHN,687.5,52,85.45207718395216,China
CHN,712.5,50,78.51955905618763,China
CHN,737.5,54,72.1494591770531,China
CHN,762.5,62,66.29614992891578,China
CHN,787.5,53,60.91770535121377,China
CHN,812.5,27,55.97560083408265,China
CHN,837.5,12,51.43443717506911,China
CHN,862.5,14,47.26168702248968,China
CHN,887.5,9,43.4274618891811,China
CHN,912.5,8,39.90429806787843,China
CHN,937.5,5,36.66695991475346,China
CHN,962.5,4,33.692259092070486,China
CHN,987.5,3,30.958888475246905,China
CHN,1012.5,7,28.44726953463204,China
CHN,1037.5,4,26.13941209882202,China
CHN,1062.5,8,24.018785495046743,China
CHN,1087.5,3,22.070200143600946,China
CHN,1112.5,0,20.279698758249936,China
CHN,1137.5,0,18.634456373273558,China
CHN,1162.5,1,17.122688481072323,China
CHN,1187.5,2,15.733566622329123,China
TWN,62.5,205,533.342565922622,Taiwan
TWN,87.5,206,493.7576987146237,Taiwan
TWN,112.5,218,457.110833856322,Taiwan
TWN,137.5,159,423.18391181094137,Taiwan
TWN,162.5,120,391.7750574949188,Taiwan
TWN,187.5,116,362.6973790622671,Taiwan
TWN,212.5,983,335.7778558435793,Taiwan
TWN,237.5,738,310.85630882255293,Taiwan
TWN,262.5,568,287.7844475241354,Taiwan
TWN,287.5,413,266.42498764291565,Taiwan
TWN,312.5,379,246.65083416147854,Taiwan
TWN,337.5,324,228.34432509795752,Taiwan
TWN,362.5,249,211.39653138292343,Taiwan
TWN,387.5,280,195.70660869965127,Taiwan
TWN,412.5,303,181.1811974310002,Taiwan
TWN,437.5,250,167.7338671424722,Taiwan
TWN,462.5,232,155.284602295904,Taiwan
TWN,487.5,191,143.7593261336747,Taiwan
TWN,512.5,237,133.089459900387,Taiwan
TWN,537.5,187,123.21151477926662,Taiwan
TWN,562.5,127,114.06671411518103,Taiwan
TWN,587.5,122,105.60064367639839,Taiwan
TWN,612.5,88,97.76292787402652,Taiwan
TWN,637.5,48,90.50693001256974,Taiwan
TWN,662.5,44,83.7894747879837,Taiwan
TWN,687.5,23,77.57059138201865,Taiwan
TWN,712.5,30,71.8132756241981,Taiwan
TWN,737.5,20,66.48326980619602,Taiwan
TWN,762.5,30,61.54885883849273,Taiwan
TWN,787.5,19,56.980681536329406,Taiwan
TWN,812.5,13,52.751555912096684,Taiwan
TWN,837.5,12,48.83631743458433,Taiwan
TWN,862.5,13,45.21166929266917,Taiwan
TWN,887.5,6,41.856043772499675,Taiwan
TWN,912.5,2,38.74947392330728,Taiwan
TWN,937.5,6,35.87347474821655,Taiwan
TWN,962.5,1,33.210933213132094,Taiwan
TWN,987.5,6,30.746006419183484,Taiwan
TWN,1012.5,3,28.46402733286423,Taiwan
TWN,1037.5,1,26.351417512893743,Taiwan
TWN,1062.5,3,24.395606314539357,Taiwan
TWN,1087.5,3,22.584956090608763,Taiwan
TWN,1112.5,0,20.908692944053346,Taiwan
TWN,1137.5,1,19.356842620141336,Taiwan
TWN,1162.5,0,17.92017115672845,Taiwan
TWN,1187.5,0,16.590129939492478,Taiwan
ESP,62.5,216,207.15175808533098,Spain
ESP,87.5,139,188.65874918800472,Spain
ESP,112.5,105,171.81666221013282,Spain
ESP,137.5,75,156.47811479769862,Spain
ESP,162.5,66,142.50888182600153,Spain
ESP,187.5,66,129.78672081749724,Spain
ESP,212.5,751,118.20030221783408,Spain
ESP,237.5,102,107.64823516909314,Spain
ESP,262.5,68,98.03818025493885,Spain
ESP,287.5,55,89.2860414534651,Spain
ESP,312.5,55,81.31523022662556,Spain
ESP,337.5,44,74.05599530644847,Spain
ESP,362.5,66,67.44481231306892,Spain
ESP,387.5,48,61.423827863251326,Spain
ESP,412.5,60,55.940353304879366,Spain
ESP,437.5,42,50.94640364715742,Spain
ESP,462.5,36,46.39827765179142,Spain
ESP,487.5,55,42.25617541058496,Spain
ESP,512.5,22,38.48385006293773,Spain
ESP,537.5,28,35.04829060548832,Spain
ESP,562.5,21,31.919433018209883,Spain
ESP,587.5,18,29.06989717907827,Spain
ESP,612.5,16,26.474747265092486,Spain
ESP,637.5,18,24.111273542962003,Spain
ESP,662.5,13,21.95879363993284,Spain
ESP,687.5,13,19.99847155572176,Spain
ESP,712.5,11,18.213152831752172,Spain
ESP,737.5,6,16.587214435288473,Spain
ESP,762.5,8,15.106428044823328,Spain
ESP,787.5,10,13.757835540362748,Spain
ESP,812.5,9,12.529635609030029,Spain
ESP,837.5,3,11.411080473704294,Spain
ESP,862.5,7,10.392381840978503,Spain
ESP,887.5,7,9.464625245398455,Spain
ESP,912.5,0,8.6196920404342,Spain
ESP,937.5,3,7.8501883535272565,Spain
ESP,962.5,5,7.149380383518503,Spain
ESP,987.5,3,6.511135474256022,Spain
ESP,1012.5,7,5.929868448718653,Spain
ESP,1037.5,4,5.400492734045663,Spain
ESP,1062.5,4,4.918375849768662,Spain
ESP,1087.5,4,4.479298869728184,Spain
ESP,1112.5,0,4.079419502942752,Spain
ESP,1137.5,0,3.7152384703455064,Spain
ESP,1162.5,0,3.383568883165391,Spain
ESP,1187.5,0,3.0815083549832227,Spain
USA,62.5,439,198.28468806253102,United States of America
USA,87.5,370,178.30528874162817,United States of America
USA,112.5,203,160.33903728970392,United States of America
USA,137.5,97,144.18308655018026,United States of America
USA,162.5,65,129.6550284855157,United States of America
USA,187.5,63,116.59083470743529,United States of America
USA,212.5,58,104.84300452176518,United States of America
USA,237.5,70,94.27889957845797,United States of America
USA,262.5,37,84.77924632424737,United States of America
USA,287.5,38,76.23678934994457,United States of America
USA,312.5,40,68.55508042804419,United States of America
USA,337.5,45,61.6473895683421,United States of America
USA,362.5,25,55.435725796862485,United States of America
USA,387.5,36,49.84995660226748,United States of America
USA,412.5,36,44.8270161078794,United States of America
USA,437.5,22,40.310193029228905,United States of America
USA,462.5,18,36.24849037783896,United States of America
USA,487.5,18,32.5960496820129,United States of America
USA,512.5,14,29.311633223816422,United States of America
USA,537.5,17,26.358158446471307,United States of America
USA,562.5,14,23.70227927540982,United States of America
USA,587.5,22,21.314009625916658,United States of America
USA,612.5,21,19.16638484658196,United States of America
USA,637.5,14,17.235157276114194,United States of America
USA,662.5,24,15.498522476207386,United States of America
USA,687.5,15,13.936873049508169,United States of America
USA,712.5,11,12.532577263173511,United States of America
USA,737.5,10,11.269779978584213,United States of America
USA,762.5,9,10.134223639610465,United States of America
USA,787.5,8,9.113087298314735,United States of America
USA,812.5,10,8.194841860614408,United States of America
USA,837.5,9,7.3691199175603295,United States of America
USA,862.5,9,6.6265986925725,United States of America
USA,887.5,11,5.958894783047423,United States of America
USA,912.5,8,5.358469507928706,United States of America
USA,937.5,5,4.818543792565526,United States of America
USA,962.5,14,4.333021629872872,United States of America
USA,987.5,14,3.8964212536398017,United States of America
USA,1012.5,5,3.5038132468916032,United States of America
USA,1037.5,5,3.150764886528991,United States of America
USA,1062.5,3,2.8332900958663934,United States of America
USA,1087.5,1,2.5478044400127264,United States of America
USA,1112.5,0,2.2910846559689437,United States of America
USA,1137.5,0,2.060232260522512,United States of America
USA,1162.5,0,1.8526408250517803,United States of America
USA,1187.5,0,1.665966547760967,United States of America
KOR,62.5,113,158.0958655038498,South Korea
KOR,87.5,104,140.86040595859782,South Korea
KOR,112.5,86,125.50393967347465,South Korea
KOR,137.5,80,111.82162060638152,South Korea
KOR,162.5,65,99.63093483415365,South Korea
KOR,187.5,67,88.76926592638648,South Korea
KOR,212.5,554,79.09172573986802,South Korea
KOR,237.5,133,70.46922169772061,South Korea
KOR,262.5,50,62.786734771920166,South Korea
KOR,287.5,30,55.94178519850101,South Korea
KOR,312.5,22,49.84306545902466,South Korea
KOR,337.5,16,44.409222293091304,South Korea
KOR,362.5,11,39.567771494683015,South Korea
KOR,387.5,12,35.254131016363395,South Korea
KOR,412.5,7,31.41075948353385,South Korea
KOR,437.5,4,27.986388627036437,South Korea
KOR,462.5,14,24.93533939521928,South Korea
KOR,487.5,1,22.21691262280657,South Korea
KOR,512.5,10,19.79484612846518,South Korea
KOR,537.5,4,17.636830999072973,South Korea
KOR,562.5,8,15.714080608212523,South Korea
KOR,587.5,7,14.000946619853353,South Korea
KOR,612.5,4,12.474576854947415,South Korea
KOR,637.5,1,11.114610457076422,South Korea
KOR,662.5,8,9.902906290849987,South Korea
KOR,687.5,4,8.823300950049955,South Korea
KOR,712.5,2,7.8613931474927385,South Korea
KOR,737.5,2,7.004351610504488,South Korea
KOR,762.5,3,6.240743919444027,South Korea
KOR,787.5,6,5.560384006089997,South Korea
KOR,812.5,1,4.954196277602428,South Korea
KOR,837.5,1,4.414094553564836,South Korea
KOR,862.5,3,3.9328742011892777,South Korea
KOR,887.5,2,3.5041160298409895,South Korea
KOR,912.5,0,3.122100662888011,South Korea
KOR,937.5,2,2.781732244650645,South Korea
KOR,962.5,1,2.4784704647450813,South Korea
KOR,987.5,0,2.208269993068729,South Korea
KOR,1012.5,1,1.9675265175249326,South Korea
KOR,1037.5,1,1.7530286646622855,South Korea
KOR,1062.5,1,1.5619151618825224,South Korea
KOR,1087.5,1,1.3916366697792977,South Korea
KOR,1112.5,1,1.2399217754826433,South Korea
KOR,1137.5,0,1.1047466933733874,South Korea
KOR,1162.5,0,0.9843082689988448,South Korea
KOR,1187.5,0,0.8769999260748894,South Korea
FRA,62.5,127,98.8684112754641,France
FRA,87.5,87,87.5846554292795,France
FRA,112.5,87,77.58870368911573,France
FRA,137.5,66,68.73358022191753,France
FRA,162.5,55,60.889083403845255,France
FRA,187.5,35,53.93987139605121,France
FRA,212.5,70,47.78376621183966,France
FRA,237.5,52,42.330251338992035,France
FRA,262.5,47,37.49914082700033,France
FRA,287.5,44,33.219400270083185,France
FRA,312.5,37,29.428102350265874,France
FRA,337.5,25,26.069501583315645,France
FRA,362.5,20,23.09421466302444,France
FRA,387.5,42,20.458494352005236,France
FRA,412.5,22,18.123586242625336,France
FRA,437.5,13,16.055158930192157,France
FRA,462.5,7,14.222799219918082,France
FRA,487.5,9,12.599564945426378,France
FRA,512.5,4,11.1615888236474,France
FRA,537.5,7,9.887727521369252,France
FRA,562.5,3,8.75925077348388,France
FRA,587.5,3,7.759565981866036,France
FRA,612.5,1,6.873974245514633,France
FRA,637.5,0,6.089454234737525,France
FRA,662.5,0,5.394470731565385,France
FRA,687.5,0,4.778805021262941,France
FRA,712.5,0,4.233404641092879,France
FRA,737.5,0,3.7502502771059296,France
FRA,762.5,0,3.3222378518728877,France
FRA,787.5,0,2.9430740694282753,France
FRA,812.5,0,2.607183881569094,France
FRA,837.5,0,2.3096285149335722,France
FRA,862.5,0,2.0460328535723136,France
FRA,887.5,0,1.812521109273508,France
FRA,912.5,0,1.605659833773566,France
FRA,937.5,0,1.422407434927602,France
FRA,962.5,0,1.2600694545506579,France
FRA,987.5,0,1.1162589503567442,France
FRA,1012.5,0,0.9888613994661098,France
FRA,1037.5,0,0.8760036074437983,France
FRA,1062.5,0,0.77602616571859,France
FRA,1087.5,0,0.6874590524084517,France
FRA,1112.5,0,0.6090000178031408,France
FRA,1137.5,0,0.5394954366881911,France
FRA,1162.5,0,0.47792334597493624,France
FRA,1187.5,0,0.42337841823107397,France
JPN,62.5,19,39.52764206884795,Japan
JPN,87.5,16,37.49157196531588,Japan
JPN,112.5,16,35.56037989774864,Japan
JPN,137.5,18,33.72866359516878,Japan
JPN,162.5,14,31.991299057749732,Japan
JPN,187.5,16,30.343426223058923,Japan
JPN,212.5,30,28.780435370634976,Japan
JPN,237.5,31,27.297954226864157,Japan
JPN,262.5,27,25.891835734086563,Japan
JPN,287.5,31,24.55814644971393,Japan
JPN,312.5,35,23.293155542911844,Japan
JPN,337.5,27,22.093324358060578,Japan
JPN,362.5,23,20.955296515804356,Japan
JPN,387.5,25,19.875888523995545,Japan
JPN,412.5,34,18.852080872267642,Japan
JPN,437.5,21,17.881009585330435,Japan
JPN,462.5,23,16.959958211351466,Japan
JPN,487.5,18,16.08635022301927,Japan
JPN,512.5,29,15.25774181002584,Japan
JPN,537.5,19,14.471815042810814,Japan
JPN,562.5,16,13.726371388438858,Japan
JPN,587.5,15,13.01932556047609,Japan
JPN,612.5,16,12.34869968566023,Japan
JPN,637.5,16,11.712617771042714,Japan
JPN,662.5,7,11.109300456132205,Japan
JPN,687.5,13,10.537060035353147,Japan
JPN,712.5,8,9.994295736897374,Japan
JPN,737.5,11,9.47948924476445,Japan
JPN,762.5,9,8.991200451458674,Japan
JPN,787.5,6,8.528063429467974,Japan
JPN,812.5,7,8.08878261024994,Japan
JPN,837.5,14,7.67212916003868,Japan
JPN,862.5,11,7.276937542335186,Japan
JPN,887.5,12,6.9021022574626745,Japan
JPN,912.5,10,6.546574750067539,Japan
JPN,937.5,3,6.209360475916495,Japan
JPN,962.5,10,5.889516119781042,Japan
JPN,987.5,4,5.586146956630073,Japan
JPN,1012.5,2,5.298404348747635,Japan
JPN,1037.5,4,5.025483371773664,Japan
JPN,1062.5,8,4.766620563027184,Japan
JPN,1087.5,10,4.521091785814654,Japan
JPN,1112.5,10,4.288210203746399,Japan
JPN,1137.5,6,4.0673243593972686,Japan
JPN,1162.5,0,3.857816351934703,Japan
JPN,1187.5,0,3.659100108617957,Japan
VUT,62.5,9,38.30764039048897,Vanuatu
VUT,87.5,7,35.79888020337494,Vanuatu
VUT,112.5,7,33.454418250563265,Vanuatu
VUT,137.5,12,31.2634946714927,Vanuatu
VUT,162.5,7,29.216054266853025,Vanuatu
VUT,187.5,8,27.302700350451463,Vanuatu
VUT,212.5,51,25.51465162331236,Vanuatu
VUT,237.5,58,23.843701872083443,Vanuatu
VUT,262.5,54,22.2821823067867,Vanuatu
VUT,287.5,42,20.822926365061743,Vanuatu
VUT,312.5,40,19.45923682137362,Vanuatu
VUT,337.5,29,18.184855050232034,Vanuatu
VUT,362.5,20,16.99393230235657,Vanuatu
VUT,387.5,25,15.88100286196103,Vanuatu
VUT,412.5,30,14.84095896196074,Vanuatu
VUT,437.5,23,13.869027341980134,Vanuatu
VUT,462.5,18,12.960747341570784,Vanuatu
VUT,487.5,15,12.111950428100455,Vanuatu
VUT,512.5,10,11.318741065357697,Vanuatu
VUT,537.5,10,10.577478835067174,Vanuatu
VUT,562.5,4,9.884761729263625,Vanuatu
VUT,587.5,8,9.237410536846214,Vanuatu
VUT,612.5,4,8.63245425265216,Vanuatu
VUT,637.5,7,8.0671164420907,Vanuatu
VUT,662.5,6,7.538802498751186,Vanuatu
VUT,687.5,5,7.045087736510754,Vanuatu
VUT,712.5,6,6.583706261485972,Vanuatu
VUT,737.5,13,6.152540572758927,Vanuatu
VUT,762.5,6,5.7496118441501975,Vanuatu
VUT,787.5,6,5.37307084243545,Vanuatu
VUT,812.5,4,5.021189440327704,Vanuatu
VUT,837.5,4,4.692352685271855,Vanuatu
VUT,862.5,3,4.385051387653215,Vanuatu
VUT,887.5,0,4.0978751944015235,Vanuatu
VUT,912.5,2,3.8295061162051054,Vanuatu
VUT,937.5,1,3.578712478624884,Vanuatu
VUT,962.5,2,3.3443432693500497,Vanuatu
VUT,987.5,3,3.1253228556502575,Vanuatu
VUT,1012.5,0,2.9206460477809233,Vanuatu
VUT,1037.5,0,2.7293734856853016,Vanuatu
VUT,1062.5,0,2.5506273278208687,Vanuatu
VUT,1087.5,0,2.383587222323049,Vanuatu
VUT,1112.5,0,2.22748654201687,Vanuatu
VUT,1137.5,0,2.081608865997615,Vanuatu
VUT,1162.5,0,1.9452846916312463,Vanuatu
VUT,1187.5,0,1.8178883618855617,Vanuatu
ECU,62.5,22,29.48569465248452,Ecuador
ECU,87.5,17,27.89123562290636,Ecuador
ECU,112.5,15,26.382998051800424,Ecuador
ECU,137.5,16,24.956319455049368,Ecuador
ECU,162.5,14,23.606789475541614,Ecuador
ECU,187.5,25,22.330236249231326,Ecuador
ECU,212.5,26,21.122713508463864,Ecuador
ECU,237.5,28,19.98048838269682,Ecuador
ECU,262.5,16,18.90002985890602,Ecuador
ECU,287.5,21,17.877997866002172,Ecuador
ECU,312.5,17,16.911232949516823,Ecuador
ECU,337.5,22,15.99674650463366,Ecuador
ECU,362.5,16,15.131711537379273,Ecuador
ECU,387.5,5,14.313453925404973,Ecuador
ECU,412.5,17,13.539444151350342,Ecuador
ECU,437.5,9,12.8072894832299,Ecuador
ECU,462.5,16,12.114726577670677,Ecuador
ECU,487.5,12,11.459614483134727,Ecuador
ECU,512.5,16,10.839928021497368,Ecuador
ECU,537.5,12,10.253751527520857,Ecuador
ECU,562.5,5,9.69927292687068,Ecuador
ECU,587.5,9,9.174778134366745,Ecuador
ECU,612.5,7,8.678645755152587,Ecuador
ECU,637.5,11,8.209342072403988,Ecuador
ECU,662.5,8,7.765416306078579,Ecuador
ECU,687.5,5,7.345496128053632,Ecuador
ECU,712.5,6,6.948283419784639,Ecuador
ECU,737.5,10,6.572550259371843,Ecuador
ECU,762.5,8,6.217135125629104,Ecuador
ECU,787.5,8,5.880939307419544,Ecuador
ECU,812.5,10,5.562923507160139,Ecuador
ECU,837.5,11,5.2621046279924,Ecuador
ECU,862.5,10,4.977552734690342,Ecuador
ECU,887.5,6,4.708388178909459,Ecuador
ECU,912.5,6,4.45377887988826,Ecuador
ECU,937.5,4,4.212937752199874,Ecuador
ECU,962.5,8,3.985120272597724,Ecuador
ECU,987.5,5,3.7696221784375874,Ecuador
ECU,1012.5,5,3.565777290557335,Ecuador
ECU,1037.5,8,3.372955453886909,Ecuador
ECU,1062.5,2,3.190560589421286,Ecuador
ECU,1087.5,7,3.01802885153361,Ecuador
ECU,1112.5,1,2.8548268849334844,Ecuador
ECU,1137.5,1,2.7004501758814747,Ecuador
ECU,1162.5,0,2.5544214925620787,Ecuador
ECU,1187.5,0,2.416289409795541,Ecuador
RUS,62.5,122,76.92553426024116,Russia
RUS,87.5,73,62.169402969638035,Russia
RUS,112.5,47,50.24384559391847,Russia
RUS,137.5,65,40.60589131438804,Russia
RUS,162.5,41,32.81672391803295,Russia
RUS,187.5,26,26.521702488298708,Russia
RUS,212.5,8,21.43421459846914,Russia
RUS,237.5,5,17.32262684327759,Russia
RUS,262.5,8,13.99973856624883,Russia
RUS,287.5,1,11.314258610805004,Russia
RUS,312.5,0,9.143917031478868,Russia
RUS,337.5,1,7.389898141334858,Russia
RUS,362.5,1,5.972341432156682,Russia
RUS,387.5,0,4.826705524226912,Russia
RUS,412.5,0,3.9008295962727697,Russia
RUS,437.5,1,3.1525585024362215,Russia
RUS,462.5,0,2.5478234478068478,Russia
RUS,487.5,0,2.059090835642957,Russia
RUS,512.5,1,1.6641086622694932,Russia
RUS,537.5,0,1.3448933829942666,Russia
RUS,562.5,0,1.0869111210291973,Russia
RUS,587.5,0,0.8784159398470371,Russia
RUS,612.5,0,0.7099150505026373,Russia
RUS,637.5,1,0.5737366048001958,Russia
RUS,662.5,0,0.4636803959214496,Russia
RUS,687.5,0,0.37473556290997845,Russia
RUS,712.5,0,0.30285244609138356,Russia
RUS,737.5,0,0.2447582060034726,Russia
RUS,762.5,0,0.19780781096273914,Russia
RUS,787.5,0,0.15986360872947908,Russia
RUS,812.5,0,0.129197999167096,Russia
RUS,837.5,0,0.10441477658014085,Russia
RUS,862.5,0,0.08438556044645512,Russia
RUS,887.5,0,0.06819842023413482,Russia
RUS,912.5,0,0.055116355189519906,Russia
RUS,937.5,0,0.04454373868107325,Russia
RUS,962.5,0,0.035999199309740194,Russia
RUS,987.5,0,0.029093704060565065,Russia
RUS,1012.5,0,0.023512845624205195,Russia
RUS,1037.5,0,0.01900252742649416,Russia
RUS,1062.5,0,0.01535739460733038,Russia
RUS,1087.5,0,0.012411484211252625,Russia
RUS,1112.5,0,0.010030668890314601,Russia
RUS,1137.5,0,0.008106550085065826,Russia
RUS,1162.5,0,0.006551522635148388,Russia
RUS,1187.5,0,0.0052947861160591095,Russia
LKA,62.5,0,34.17324172987754,Sri Lanka
LKA,87.5,0,31.305512763493425,Sri Lanka
LKA,112.5,4,28.678436103075594,Sri Lanka
LKA,137.5,4,26.271816837234017,Sri Lanka
LKA,162.5,4,24.067154758663825,Sri Lanka
LKA,187.5,18,22.04750214901611,Sri Lanka
LKA,212.5,64,20.197333498089645,Sri Lanka
LKA,237.5,89,18.502426155847377,Sri Lanka
LKA,262.5,60,16.94975099980226,Sri Lanka
LKA,287.5,36,15.527372277310866,Sri Lanka
LKA,312.5,21,14.224355852839086,Sri Lanka
LKA,337.5,25,13.030685154876679,Sri Lanka
LKA,362.5,10,11.937184176366998,Sri Lanka
LKA,387.5,12,10.93544693673891,Sri Lanka
LKA,412.5,8,10.017772863300769,Sri Lanka
LKA,437.5,6,9.177107595257812,Sri Lanka
LKA,462.5,18,8.406988755301978,Sri Lanka
LKA,487.5,9,7.7014962719076285,Sri Lanka
LKA,512.5,4,7.055206870450638,Sri Lanka
LKA,537.5,3,6.463152383312688,Sri Lanka
LKA,562.5,5,5.920781558493481,Sri Lanka
LKA,587.5,0,5.423925073143451,Sri Lanka
LKA,612.5,0,4.9687634830695435,Sri Lanka
LKA,637.5,0,4.551797861834614,Sri Lanka
LKA,662.5,0,4.169822903746367,Sri Lanka
LKA,687.5,0,3.81990228397359,Sri Lanka
LKA,712.5,0,3.4993460863760886,Sri Lanka
LKA,737.5,0,3.2056901255332355,Sri Lanka
LKA,762.5,0,2.936677004012319,Sri Lanka
LKA,787.5,0,2.690238759262575,Sri Lanka
LKA,812.5,0,2.4644809667356373,Sri Lanka
LKA,837.5,0,2.257668177030889,Sri Lanka
LKA,862.5,0,2.068210575117317,Sri Lanka
LKA,887.5,0,1.8946517590785112,Sri Lanka
LKA,912.5,0,1.7356575444333764,Sri Lanka
LKA,937.5,0,1.5900057079691088,Sri Lanka
LKA,962.5,0,1.4565765922445661,Sri Lanka
LKA,987.5,0,1.3343444985393225,Sri Lanka
LKA,1012.5,0,1.2223698020840483,Sri Lanka
LKA,1037.5,0,1.1197917289595203,Sri Lanka
LKA,1062.5,0,1.025821739140069,Sri Lanka
LKA,1087.5,0,0.939737464814166,Sri Lanka
LKA,1112.5,0,0.8608771573857692,Sri Lanka
LKA,1137.5,0,0.7886346004680905,Sri Lanka
LKA,1162.5,0,0.7224544497661892,Sri Lanka
LKA,1187.5,0,0.6618279640243449,Sri Lanka
PAN,62.5,20,23.135641477863434,Panama
PAN,87.5,23,21.741858600349396,Panama
PAN,112.5,18,20.432042735875054,Panama
